dt1.pickle,73.86,0.71
dt2.pickle,85.47,0.84
dt3.pickle,79.89,0.77
dt4.pickle,79.77,0.77
dt5.pickle,79.66,0.77
dt6.pickle,85.96,0.84
dt7.pickle,81.36,0.79
dt8.pickle,76.11,0.73
dt9.pickle,78.16,0.75
dt10.pickle,76.3,0.73
dt11.pickle,78.53,0.76
